firm_id,name,owner_name,owner_age_estimate,address,city,state,zip_code,metro,phone,email,website,subindustry,naics_code,revenue_estimate,employee_count,years_established,yelp_rating,yelp_review_count,google_rating,google_review_count,succession_risk_score,wealth_index,formation_rate,estimated_ebitda,estimated_multiple,deal_score
firm_0210,Andrew Jones & Associates,Matthew Garcia,60,99 Third St,Lowell,MA,01851,Lowell,(585) 729-4195,info@andrewjonesandatax.com,www.andrewjonesandatax.com,Payroll Services,541214,3030708,18,19,3.5,94,3.2,116,53,74,11.6,666165,3.4808115145142002,86.22
firm_0261,South Professional Corporation,Edward White,53,4694 Business St,Coconut Grove,FL,33133,Miami,(453) 652-3409,info@southprofessioncpa.com,www.southprofessioncpa.com,CPA Firms,541211,2059815,13,12,4.9,91,4.9,64,25,88,14.2,463407,3.3003057414843866,86.14
firm_0133,Elite Specialists,Karen Garcia,54,7021 First Ave,Downtown,MA,02109,Boston,(466) 757-1848,info@elitespecialisttax.com,www.elitespecialisttax.com,Tax Preparation,541213,4728147,10,24,4.2,142,4.5,244,27,87,19.1,1265605,2.4998337443828276,86.05
firm_0239,Kevin Lopez CPA,Joseph Allen,53,1160 Third Way,Coral Gables,FL,33134,Miami,(533) 750-2400,info@kevinlopezcpatax.com,www.kevinlopezcpatax.com,CPA Firms,541211,5094623,44,16,5.0,49,5.0,77,33,82,12.3,1202606,3.347826647660745,85.91
firm_0542,Midtown Tax Services,Brian Johnson,70,6299 Business Ave,Tampa,FL,33614,Tampa,(261) 334-3991,info@midtowntaxservicpa.com,www.midtowntaxservicpa.com,Forensic Accounting,541211,2533463,21,10,2.6,64,2.7,57,55,82,13.7,864441,4.0075144238625695,85.88999999999999
firm_0242,Michelle Taylor CPA,Scott Thomas,45,667 Second Ave,Miami Beach,FL,33139,Miami,(849) 606-8676,info@michelletaylorc.com,www.michelletaylorc.com,Forensic Accounting,541211,4094976,17,13,4.0,107,3.9,175,15,85,15.7,649797,4.562771254945241,85.75
firm_0506,Karen Hernandez CPAs,Mark Ramirez,35,7151 Main Ave,Tampa,FL,33609,Tampa,(716) 474-1105,info@karenhernandezctax.com,www.karenhernandezctax.com,CPA Firms,541211,3866002,14,29,4.2,94,4.1,142,26,85,14.2,914947,3.807980064604457,85.69
firm_0432,Premier Business Services,Kevin Green,73,8397 First Blvd,Orlando,FL,32806,Orlando,(377) 522-7860,info@premierbusiness.com,www.premierbusiness.com,Payroll Services,541214,4879843,25,38,2.7,24,3.0,30,72,69,11.9,1538280,3.9877560609683975,85.68
firm_0616,Sarah Green CPAs,Steven Walker,48,281 Main Way,Sarasota,FL,34236,Sarasota,(403) 664-3627,info@sarahgreencpastax.com,www.sarahgreencpastax.com,CPA Firms,541211,5032050,27,40,4.5,70,4.5,43,37,88,10.6,1733218,3.815954271887056,85.62
firm_0620,Steven Nelson CPAs,Edward Scott,57,2787 Third Ave,Sarasota,FL,34236,Sarasota,(699) 998-5132,info@stevennelsoncpacpa.com,www.stevennelsoncpacpa.com,Payroll Services,541214,6661915,35,12,5.0,142,5.0,130,30,88,10.6,1779020,4.049161459721192,85.62
firm_0571,Jason Martin & Associates,Steven Smith,64,8845 Main Dr,Fort Lauderdale,FL,33301,Fort Lauderdale,(260) 913-9361,info@jasonmartinandatax.com,www.jasonmartinandatax.com,Payroll Services,541214,3157383,16,28,3.0,96,2.8,83,58,81,13.4,694922,4.210624997570005,85.53
firm_0343,Uptown Business Services,Betty Thompson,67,3285 Main Ave,Kendall,FL,33155,Miami,(937) 497-4168,info@uptownbusinesss.com,www.uptownbusinesss.com,Forensic Accounting,541211,1601066,11,39,2.5,104,2.3,109,64,78,13.9,551681,4.5764041760102945,85.43
firm_0391,Advanced Advisory Services,Michael Torres,65,6763 Main Blvd,Orlando,FL,32801,Orlando,(479) 813-7000,info@advancedadvisortax.com,www.advancedadvisortax.com,Forensic Accounting,541211,5848451,42,18,4.2,16,4.5,13,61,78,13.9,1064848,4.431790047916844,85.43
firm_0404,Bay Area Tax Preparation,Laura Davis,57,3223 Third Blvd,Winter Springs,FL,32789,Orlando,(955) 901-9653,info@bayareataxprepa.com,,Forensic Accounting,541211,1082295,9,16,4.5,26,4.8,16,55,89,14.7,342194,3.805689815976147,85.35
firm_0625,James Nguyen CPAs,Mark Thompson,72,2619 Oak Blvd,Naples,FL,34102,Naples,(657) 230-1122,info@jamesnguyencpas.com,,Forensic Accounting,541211,2078302,20,35,4.6,25,4.6,43,88,95,8.7,317427,3.933904554992244,85.34
firm_0442,Bay Area Consulting,Larry Ramirez,63,3704 Commerce Blvd,Orlando,FL,32808,Orlando,(772) 805-2487,info@bayareaconsulti.com,www.bayareaconsulti.com,Estate Planning,541211,1660208,15,33,3.7,149,3.4,261,53,68,11.6,429193,4.341908856177281,85.32
firm_0320,Harbor Accounting,Sharon Rivera,52,7491 Commerce Blvd,Coral Gables,FL,33146,Miami,(790) 956-5050,info@harboraccountintax.com,www.harboraccountintax.com,Estate Planning,541211,3792523,12,22,3.5,121,3.4,133,33,89,12.7,1249267,3.971079551455054,85.24000000000001
firm_0052,Amy Thomas Tax Services,Joseph Lewis,68,9959 Third St,Weston,MA,02493,Boston,(648) 439-6501,info@amythomastaxser.com,www.amythomastaxser.com,Tax Preparation,541213,4469007,17,23,2.8,95,2.8,101,56,98,8.9,847314,2.8831616138109557,84.93
firm_0055,Ruth Miller Accounting,Scott Taylor,63,2277 First Blvd,Weston,MA,02493,Boston,(383) 335-2128,info@ruthmilleraccoutax.com,www.ruthmilleraccoutax.com,Forensic Accounting,541211,6490756,25,22,4.1,18,3.9,24,52,98,8.9,2190791,4.288691207374669,84.93
firm_0473,Matthew Martinez Accounting,Mark Garcia,62,9795 Business Ave,Tampa,FL,33606,Tampa,(564) 827-5034,info@matthewmartinezcpa.com,www.matthewmartinezcpa.com,Tax Preparation,541213,4378630,10,13,3.6,107,3.9,187,41,83,13.5,668276,2.7728468317525503,84.9
firm_0241,Jeffrey Brown & Associates,Brian Hernandez,73,2985 Park Dr,Miami Beach,FL,33139,Miami,(881) 343-8081,info@jeffreybrownandcpa.com,,Forensic Accounting,541211,6207514,30,26,4.4,20,4.4,19,87,85,15.7,1636271,3.7244954390927907,84.75
firm_0367,Park CPAs,Stephen Wright,69,8691 Third Blvd,Sunny Isles,FL,33160,Miami,(453) 877-1006,info@parkcpas.com,,Payroll Services,541214,6770431,36,28,4.3,21,4.4,26,75,85,15.3,1408376,4.107752998922147,84.75
firm_0510,Professional Business Services,Nancy Rodriguez,62,3340 Third Blvd,Tampa,FL,33609,Tampa,(432) 706-7164,info@professionalbus.com,,Payroll Services,541214,3002895,18,21,4.6,28,4.7,47,60,85,14.2,606135,3.7250669296425287,84.69
firm_0333,Coastal Firm,Deborah Jones,55,5761 Elm Way,Bal Harbour,FL,33154,Miami,(739) 306-2302,info@coastalfirmtax.com,www.coastalfirmtax.com,Tax Preparation,541213,3618367,25,32,3.8,68,3.8,54,47,96,10.4,650550,3.2718803017410574,84.68
firm_0375,Ridge Associates,Amy Walker,65,8812 Business Dr,North Miami Beach,FL,33161,Miami,(252) 704-6861,info@ridgeassociates.com,www.ridgeassociates.com,Estate Planning,541211,8322401,28,12,4.6,80,4.4,138,45,73,12.4,2119117,4.050467303084586,84.63
firm_0615,Lisa King Tax Services,Lisa Martinez,60,5151 Third St,Sarasota,FL,34236,Sarasota,(645) 356-6625,info@lisakingtaxservcpa.com,www.lisakingtaxservcpa.com,Payroll Services,541214,7353486,36,15,4.3,0,4.1,0,53,88,10.6,1950105,3.774551322092437,84.62
firm_0097,Ridge Advisory Services,Steven Williams,42,671 First Ave,Allston,MA,02134,Boston,(230) 885-4720,info@ridgeadvisorysetax.com,www.ridgeadvisorysetax.com,Payroll Services,541214,6171115,18,20,4.1,106,4.0,155,33,71,12.8,1138731,3.502603298789446,84.61
firm_0306,North CPAs,Eric Baker,59,8673 Business Way,Coral Gables,FL,33144,Miami,(654) 909-3193,info@northcpascpa.com,www.northcpascpa.com,Bookkeeping Services,541219,4402007,10,35,3.8,137,4.1,88,41,84,12.8,1008534,2.9296369131413456,84.56
firm_0573,Professional Group,Matthew Hall,43,6977 First Dr,Fort Lauderdale,FL,33301,Fort Lauderdale,(264) 697-3746,info@professionalgrocpa.com,www.professionalgrocpa.com,CPA Firms,541211,4265235,18,13,4.5,125,4.7,199,23,81,13.4,1471275,3.4793883995206407,84.53
firm_0345,Ronald Smith Tax Services,Joseph Baker,39,3928 Oak Dr,Kendall,FL,33155,Miami,(493) 555-9134,info@ronaldsmithtaxscpa.com,www.ronaldsmithtaxscpa.com,CPA Firms,541211,4204970,24,14,4.3,49,4.0,39,12,78,13.9,1318647,3.8068527375816767,84.43
firm_0390,Professional Bookkeeping,Richard Harris,57,5953 Main Blvd,Orlando,FL,32801,Orlando,(926) 797-1796,info@professionalboo.com,www.professionalboo.com,Estate Planning,541211,620174,8,27,4.0,67,3.9,48,48,78,13.9,109402,3.900370047872166,84.43
firm_0511,Valley Advisory Services,Paul Wilson,75,1679 Third Blvd,Tampa,FL,33611,Tampa,(742) 774-6599,info@valleyadvisoryscpa.com,www.valleyadvisoryscpa.com,CPA Firms,541211,5695210,37,19,4.0,3,3.8,5,60,77,12.6,1810034,3.238254485801356,84.37
firm_0403,Ridge LLC,Gary Green,64,5824 Second Blvd,Winter Springs,FL,32789,Orlando,(458) 558-5859,info@ridgellccpa.com,www.ridgellccpa.com,Tax Preparation,541213,5545918,34,20,3.0,150,3.2,129,58,89,14.7,1554405,3.2416048132381463,84.35
firm_0665,Heritage Audit Services,David Baker,50,2313 Oak Ave,Cape Coral,FL,33904,Cape Coral,(289) 578-4698,info@heritageauditse.com,www.heritageauditse.com,Payroll Services,541214,9004956,20,23,4.4,45,4.6,71,40,76,11.3,2067972,3.436920203261766,84.31
firm_0159,Richard Carter & Associates,William Green,50,7312 Elm Way,Somerville,MA,02144,Boston,(437) 522-1844,info@richardcarteran.com,,CPA Firms,541211,3964909,10,30,4.9,27,4.7,35,54,82,14.6,1375057,3.4507514609074934,84.3
firm_0003,Executive Consulting,Carol Smith,69,6792 First Dr,Cambridge,MA,02139,Boston,(827) 540-1323,info@executiveconsulcpa.com,www.executiveconsulcpa.com,Bookkeeping Services,541219,6641031,28,29,3.1,42,2.8,28,69,89,14.2,1324562,3.3855044497083675,84.28999999999999
firm_0525,First Choice Bookkeeping,John Nguyen,70,1628 Elm Ave,Tampa,FL,33612,Tampa,(462) 254-7538,info@firstchoicebooktax.com,,CPA Firms,541211,1524670,10,17,4.0,21,4.1,34,74,73,11.9,416323,3.2068158116899688,84.28
firm_0108,Excellence Company,Kimberly Moore,69,2641 First St,Brighton,MA,02135,Boston,(213) 304-8377,info@excellencecompatax.com,www.excellencecompatax.com,Estate Planning,541211,8978258,17,11,3.8,90,3.7,89,54,74,13.1,1893359,4.1435657754705755,84.27000000000001
firm_0109,Park Audit Services,Carol Allen,71,8564 Third St,Brighton,MA,02135,Boston,(398) 716-5427,info@parkauditservictax.com,www.parkauditservictax.com,CPA Firms,541211,4506399,25,7,4.0,101,3.8,175,54,74,13.1,1076219,3.016830607918831,84.27000000000001
firm_0358,Thomas Rodriguez CPAs,Susan Allen,62,4605 Second St,Aventura,FL,33158,Miami,(952) 226-7820,info@thomasrodriguez.com,www.thomasrodriguez.com,Forensic Accounting,541211,8003804,42,19,2.5,112,2.5,115,55,89,14.1,2247821,3.7699187401597225,84.22
firm_0384,Heritage Tax Preparation,Paul Rivera,67,5163 Commerce Blvd,North Miami Beach,FL,33162,Miami,(829) 969-9421,info@heritagetaxprepcpa.com,www.heritagetaxprepcpa.com,Tax Preparation,541213,4622323,22,14,3.1,38,2.9,54,51,75,12.8,841804,2.78109809182339,84.21000000000001
firm_0553,East Consulting,Karen Adams,57,1513 Commerce Way,Jacksonville,FL,32223,Jacksonville,(610) 569-2564,info@eastconsulting.com,www.eastconsulting.com,CPA Firms,541211,8297027,20,33,3.5,85,3.3,53,55,77,12.3,2415644,3.785084104415981,84.16
firm_0461,Premier Consulting,Steven Martin,67,1836 Oak Dr,Orlando,FL,32810,Orlando,(460) 351-8152,info@premierconsulti.com,,Payroll Services,541214,3090899,25,29,4.7,20,4.9,24,75,71,12.1,651790,3.590624704160223,84.12
firm_0530,Central Consulting,Donna Jackson,37,509 Oak Dr,Tampa,FL,33613,Tampa,(580) 547-2473,info@centralconsultitax.com,www.centralconsultitax.com,Estate Planning,541211,1158627,12,26,4.8,113,4.6,104,24,79,13.1,351990,3.7063588125546416,84.02000000000001
firm_0531,Karen Anderson & Associates,Susan Rodriguez,59,386 Commerce Ave,Tampa,FL,33613,Tampa,(630) 987-5745,info@karenandersonantax.com,www.karenandersonantax.com,Tax Preparation,541213,2673166,20,14,3.7,62,3.9,103,31,79,13.1,643996,3.0825879935221305,84.02000000000001
firm_0138,North Firm,Jason Clark,66,1847 Park Dr,Financial District,MA,02110,Boston,(521) 553-7012,info@northfirmtax.com,,CPA Firms,541211,1703583,10,29,4.2,3,4.4,4,78,93,21.4,517409,3.9441588330919632,83.95
firm_0023,Ashley Davis CPAs,Karen Jackson,59,1464 Oak Blvd,Boston,MA,02118,Boston,(883) 889-9653,info@ashleydaviscpascpa.com,www.ashleydaviscpascpa.com,CPA Firms,541211,8344248,34,33,4.5,51,4.4,62,47,73,11.4,2632739,3.1132689796405684,83.93
firm_0235,Uptown Firm,Sandra Lee,52,3758 Park St,Coral Gables,FL,33134,Miami,(805) 853-7179,info@uptownfirm.com,www.uptownfirm.com,Tax Preparation,541213,2294856,25,13,4.5,75,4.5,99,16,82,12.3,371764,3.2331008508903727,83.91
firm_0151,West Specialists,Donna Rodriguez,70,5997 Main St,Saugus,MA,01906,Boston,(566) 621-9868,info@westspecialistscpa.com,www.westspecialistscpa.com,CPA Firms,541211,1096215,6,12,2.9,132,2.9,87,63,78,11.7,357965,3.8212009707619137,83.89
firm_0492,Michael Robinson CPA,Larry Rodriguez,59,5166 Oak St,Tampa,FL,33647,Tampa,(823) 359-6897,info@michaelrobinsoncpa.com,www.michaelrobinsoncpa.com,Bookkeeping Services,541219,8902974,44,28,3.5,130,3.7,143,50,76,12.1,2415360,3.3698995694865914,83.87
firm_0205,Bay Area Business Services,Carol Hill,39,1507 First Blvd,Springfield,MA,01118,Springfield,(673) 671-8811,info@bayareabusinesstax.com,www.bayareabusinesstax.com,Tax Preparation,541213,1732150,15,28,4.6,57,4.7,90,33,63,9.1,344167,2.9913507497856484,83.82
firm_0397,William Lee & Associates,David Allen,73,1138 First Blvd,Orlando,FL,32803,Orlando,(641) 303-5665,info@williamleeandastax.com,www.williamleeandastax.com,Bookkeeping Services,541219,8063628,27,17,3.5,85,3.6,55,56,74,12.4,2197731,3.1113665261588275,83.78
firm_0363,East Associates,Ruth Adams,61,9207 Second Way,Sunny Isles,FL,33160,Miami,(363) 289-4014,info@eastassociates.com,www.eastassociates.com,CPA Firms,541211,5149038,29,33,3.2,110,3.0,129,54,85,15.3,1638030,3.965422254478356,83.75
firm_0338,Paul Scott CPAs,Edward Ramirez,69,2183 Elm Blvd,Bal Harbour,FL,33154,Miami,(320) 436-3846,info@paulscottcpastax.com,www.paulscottcpastax.com,Forensic Accounting,541211,720666,5,28,3.5,66,3.4,114,58,96,10.4,228517,4.412160687673292,83.68
firm_0083,Central Tax Advisors,Mark Roberts,53,2360 First St,Cambridge,MA,02138,Boston,(565) 323-1677,info@centraltaxadvistax.com,www.centraltaxadvistax.com,Payroll Services,541214,9090202,15,34,3.6,85,3.6,142,37,91,15.8,3117486,3.620593794028489,83.65
firm_0087,Legacy Group,Jason Carter,36,5960 Business Dr,Cambridge,MA,02138,Boston,(924) 980-5180,info@legacygroup.com,www.legacygroup.com,Payroll Services,541214,5346248,34,35,4.8,126,5.0,182,25,91,15.8,1795287,3.959214302359732,83.65
firm_0088,Park Financial Services,Thomas Green,49,8721 Elm Ave,Cambridge,MA,02138,Boston,(429) 723-9545,info@parkfinancialsecpa.com,www.parkfinancialsecpa.com,CPA Firms,541211,8828582,23,10,4.1,99,4.3,104,16,91,15.8,2257231,3.0086558477587437,83.65
firm_0100,Uptown Tax Preparation,Matthew Garcia,61,905 Third Dr,Allston,MA,02134,Boston,(224) 628-4477,info@uptowntaxprepartax.com,www.uptowntaxprepartax.com,Bookkeeping Services,541219,3716206,20,32,2.7,27,2.7,42,50,71,12.8,750866,3.1550096252383195,83.61
firm_0298,Grove Financial Advisors,Amy Walker,38,3881 First Dr,Hialeah,FL,33125,Miami,(757) 320-2867,info@grovefinancialatax.com,www.grovefinancialatax.com,Forensic Accounting,541211,3102182,20,40,4.3,73,4.3,80,31,61,9.1,617505,4.663538423023963,83.52
firm_0518,Jose Brown Tax Services,Steven Gonzalez,56,728 Oak Way,Tampa,FL,33611,Tampa,(805) 614-1389,info@josebrowntaxsertax.com,www.josebrowntaxsertax.com,Tax Preparation,541213,2796918,18,38,3.7,148,3.5,203,44,77,12.6,860210,2.583142661467118,83.37
firm_0624,Michael Ramirez Accounting,Scott Nelson,51,1150 Business Dr,Naples,FL,34102,Naples,(806) 563-2381,info@michaelramirezacpa.com,www.michaelramirezacpa.com,Payroll Services,541214,4562401,14,11,4.8,91,5.0,154,16,95,8.7,1309411,3.452825064680359,83.34
firm_0627,Premier Solutions,Joseph Green,36,3824 Commerce Blvd,Naples,FL,34102,Naples,(458) 825-8768,info@premiersolution.com,www.premiersolution.com,Tax Preparation,541213,2434000,16,17,4.6,82,4.5,109,24,95,8.7,432972,2.820450358883663,83.34
firm_0445,Sharon Anderson & Associates,Eric Williams,66,4518 Elm Blvd,Orlando,FL,32808,Orlando,(831) 893-8335,info@sharonandersona.com,,CPA Firms,541211,4893760,21,23,4.7,28,4.8,47,70,68,11.6,1387613,3.991974674302161,83.32
firm_0193,Community CPAs,Karen Young,58,9927 Third Way,Springfield,MA,01103,Springfield,(252) 342-1561,info@communitycpascpa.com,www.communitycpascpa.com,Payroll Services,541214,3104694,25,26,4.2,107,4.4,141,44,61,8.7,485463,3.55478664356618,83.24
firm_0198,Ashley Moore Accounting,Matthew Allen,72,8359 Elm Ave,Springfield,MA,01109,Springfield,(218) 632-8948,info@ashleymooreaccotax.com,www.ashleymooreaccotax.com,Payroll Services,541214,8341402,44,12,4.4,57,4.2,77,60,58,7.9,1368994,3.9768356023734164,83.22999999999999
firm_0089,Scott Perez CPA,Ronald Robinson,40,6513 Third Way,Cambridge,MA,02142,Boston,(630) 873-3867,info@scottperezcpa.com,www.scottperezcpa.com,CPA Firms,541211,8998201,35,10,4.4,37,4.3,44,11,88,17.2,2223507,3.8801212836747703,83.2
firm_0091,Quality LLC,David Lee,62,7906 Elm St,Cambridge,MA,02142,Boston,(200) 739-7484,info@qualityllctax.com,www.qualityllctax.com,Tax Preparation,541213,6412670,41,12,3.7,101,3.9,65,36,88,17.2,1068995,2.7999091592484433,83.2
firm_0073,Frank Anderson Tax Services,Deborah Rivera,45,1684 Park Ave,Boston,MA,02114,Boston,(605) 970-4661,info@frankandersontacpa.com,www.frankandersontacpa.com,Forensic Accounting,541211,8849249,15,27,3.9,65,3.6,95,31,87,15.9,2984673,4.351003394435043,83.05
firm_0328,Mark Perez CPA,Carol Clark,41,5117 Second St,Miami Beach,FL,33149,Miami,(567) 243-6570,info@markperezcpatax.com,www.markperezcpatax.com,Payroll Services,541214,5554976,21,12,4.9,113,4.6,67,23,87,16.2,1125002,3.4583437009905946,83.05
firm_0173,Amy King & Associates,Kimberly Martinez,56,9795 Oak Way,Worcester,MA,01602,Worcester,(568) 280-4420,info@amykingandassoc.com,www.amykingandassoc.com,Payroll Services,541214,7759254,16,21,4.7,137,4.7,84,39,71,10.4,1337251,3.945615712601901,82.93
firm_0118,Advanced Firm,Anthony Campbell,42,8903 Elm Dr,Charlestown,MA,02129,Boston,(721) 658-2660,info@advancedfirm.com,www.advancedfirm.com,Estate Planning,541211,6675880,32,40,3.9,143,3.7,207,37,86,14.9,1273794,4.206107821149983,82.9
firm_0119,Heritage Company,Sarah Hall,63,1299 Elm St,Charlestown,MA,02129,Boston,(880) 906-1918,info@heritagecompanytax.com,www.heritagecompanytax.com,Bookkeeping Services,541219,3674388,18,4,4.2,95,4.0,112,38,86,14.9,1252768,3.4355199134343146,82.9
firm_0146,Kevin Anderson Accounting,Stephen Moore,54,6029 Elm Blvd,Saugus,MA,01906,Boston,(764) 874-3517,info@kevinandersonactax.com,www.kevinandersonactax.com,Payroll Services,541214,3007049,11,10,4.6,139,4.8,218,19,78,11.7,639942,3.9891011969581918,82.89
firm_0536,Central CPA,Dorothy Wilson,72,9375 Elm Ave,Tampa,FL,33614,Tampa,(258) 584-9491,info@centralcpacpa.com,www.centralcpacpa.com,Bookkeeping Services,541219,8386770,21,12,3.2,83,3.4,140,64,82,13.7,2392405,3.1566556111360295,82.88999999999999
firm_0537,Legacy CPA,Jason Davis,67,7936 First Way,Tampa,FL,33614,Tampa,(976) 780-1560,info@legacycpa.com,www.legacycpa.com,CPA Firms,541211,5796363,20,33,3.3,142,3.1,195,68,82,13.7,1390357,3.5951002230271634,82.88999999999999
firm_0497,Family Tax Advisors,Timothy Garcia,74,1299 Commerce Way,Tampa,FL,33607,Tampa,(373) 248-2017,info@familytaxadvisotax.com,www.familytaxadvisotax.com,Tax Preparation,541213,8508290,40,11,2.7,25,2.8,38,63,81,13.8,2628757,3.0709185439560955,82.81
firm_0243,Sharon Hill CPA,Mark Rodriguez,36,6857 First Dr,Miami Beach,FL,33139,Miami,(485) 440-4488,info@sharonhillcpatax.com,www.sharonhillcpatax.com,Estate Planning,541211,6322742,18,21,4.0,133,4.1,105,24,85,15.7,1414997,4.309764386416115,82.75
firm_0245,Regional Tax Advisors,Sarah Rivera,54,9636 Elm St,Miami Beach,FL,33139,Miami,(489) 645-7203,info@regionaltaxadvitax.com,www.regionaltaxadvitax.com,Tax Preparation,541213,2241327,20,29,2.6,115,2.8,89,34,85,15.7,650702,2.8644908131072704,82.75
firm_0248,North Solutions,Eric Green,54,8005 Commerce Ave,Miami Beach,FL,33139,Miami,(406) 305-6293,info@northsolutionscpa.com,www.northsolutionscpa.com,CPA Firms,541211,3888243,19,33,2.6,121,2.5,206,37,85,15.7,1181225,3.934605881595479,82.75
firm_0368,Advanced Company,Sarah Gonzalez,54,5438 Business St,Sunny Isles,FL,33160,Miami,(356) 803-2456,info@advancedcompany.com,www.advancedcompany.com,Tax Preparation,541213,6213929,41,12,4.9,80,5.0,97,23,85,15.3,1945068,2.4837991611636836,82.75
firm_0431,Anthony White CPA,Andrew Sanchez,66,547 Elm Ave,Orlando,FL,32806,Orlando,(829) 275-7707,info@anthonywhitecpacpa.com,www.anthonywhitecpacpa.com,Forensic Accounting,541211,3989474,14,19,2.9,23,3.2,40,61,69,11.9,901155,4.057896313204345,82.68
firm_0484,North Corporation,Jeffrey Ramirez,70,129 First St,Tampa,FL,33629,Tampa,(749) 726-9099,info@northcorporatiotax.com,www.northcorporatiotax.com,CPA Firms,541211,3956037,15,8,4.1,69,4.1,97,40,91,12.9,1047015,3.6942201912835118,82.68
firm_0033,North Financial Advisors,Amy Brown,75,8420 Oak Way,Burlington,MA,01803,Boston,(428) 976-6304,info@northfinanciala.com,www.northfinanciala.com,Tax Preparation,541213,737445,8,10,2.7,104,2.7,90,58,91,15.3,235652,3.021283410559301,82.65
firm_0034,Scott Rodriguez Tax Services,Kevin Ramirez,64,2474 First Way,Burlington,MA,01803,Boston,(316) 768-9573,info@scottrodrigueztcpa.com,www.scottrodrigueztcpa.com,Forensic Accounting,541211,4811280,18,33,2.6,17,2.9,22,61,91,15.3,1045688,4.096998687747573,82.65
firm_0374,First Choice Accounting,James Ramirez,58,3651 Main Dr,North Miami Beach,FL,33161,Miami,(299) 410-4317,info@firstchoiceacco.com,www.firstchoiceacco.com,Payroll Services,541214,2428369,22,20,3.5,116,3.8,79,43,73,12.4,422208,4.096070550062789,82.63
firm_0072,Professional Tax Advisors,Michael Taylor,35,9009 Elm St,Boston,MA,02101,Boston,(989) 271-2999,info@professionaltaxtax.com,www.professionaltaxtax.com,Bookkeeping Services,541219,5155361,17,30,4.8,30,5.0,20,29,84,18.4,790277,2.8611839608272387,82.6
firm_0584,Angela Hill & Associates,Stephen Brown,35,5889 Third Ave,Fort Lauderdale,FL,33316,Fort Lauderdale,(369) 805-4253,info@angelahillandastax.com,www.angelahillandastax.com,Tax Preparation,541213,2837492,10,20,4.6,34,4.8,23,25,75,11.8,773845,2.9644067900216475,82.50999999999999
firm_0354,Executive Firm,Jose Lewis,42,6184 Business Blvd,Palmetto Bay,FL,33157,Miami,(729) 762-1334,info@executivefirmcpa.com,www.executivefirmcpa.com,CPA Firms,541211,3677469,21,39,2.8,142,2.7,204,31,91,12.6,981071,3.376895679112585,82.47
firm_0393,Timothy Adams Accounting,Michelle Nguyen,61,3973 First Blvd,Orlando,FL,32801,Orlando,(439) 808-1811,info@timothyadamsacctax.com,www.timothyadamsacctax.com,Estate Planning,541211,7497396,27,25,2.7,65,2.5,107,56,78,13.9,2292738,3.924747100914629,82.43
firm_0255,Gary Lopez & Associates,David Flores,48,6996 Park Ave,Pinecrest,FL,33156,Miami,(942) 729-6164,info@garylopezandasstax.com,www.garylopezandasstax.com,Payroll Services,541214,6319326,21,25,4.6,120,4.5,120,20,94,11.8,1491535,3.464235804503214,82.36
firm_0256,Quality Specialists,Ruth Davis,69,2184 Oak Ave,Pinecrest,FL,33156,Miami,(751) 605-2242,info@qualityspecialicpa.com,www.qualityspecialicpa.com,Tax Preparation,541213,7314301,45,13,3.8,112,3.6,126,46,94,11.8,1592920,3.2048043371118915,82.36
firm_0031,Thomas Campbell & Associates,Frank White,55,2956 Commerce St,Boston,MA,02215,Boston,(709) 833-2486,info@thomascampbellacpa.com,www.thomascampbellacpa.com,CPA Firms,541211,6858618,16,12,3.8,32,3.8,50,39,85,13.7,1625421,3.8291523725651255,82.34
firm_0153,Bay Area Consulting,Andrew Wright,69,2858 Second Ave,Somerville,MA,02144,Boston,(709) 852-5427,info@bayareaconsulticpa.com,www.bayareaconsulticpa.com,CPA Firms,541211,3486372,13,7,4.6,122,4.9,93,39,82,14.6,583180,3.3421758805770345,82.3
firm_0322,South Accounting,Edward Campbell,53,7792 Business Way,Coral Gables,FL,33146,Miami,(675) 272-1724,info@southaccountingcpa.com,www.southaccountingcpa.com,Payroll Services,541214,7451645,34,12,5.0,100,4.9,120,15,89,12.7,2480224,3.8485143926503422,82.24000000000001
firm_0192,Edward Young CPAs,Brian Young,64,987 First Dr,Springfield,MA,01103,Springfield,(876) 343-6584,info@edwardyoungcpascpa.com,www.edwardyoungcpascpa.com,Tax Preparation,541213,1899051,11,24,3.8,28,4.0,49,51,61,8.7,560313,2.8586769692148932,82.24
firm_0462,Anthony Sanchez Tax Services,Brian Thomas,56,4005 Main Blvd,Orlando,FL,32810,Orlando,(539) 853-3870,info@anthonysancheztcpa.com,www.anthonysancheztcpa.com,Bookkeeping Services,541219,714626,8,28,4.8,25,5.0,19,39,71,12.1,168026,3.056746000509594,82.12
firm_0307,Timothy Nguyen CPA,Joseph Lewis,64,3334 Oak Blvd,Coral Gables,FL,33145,Miami,(495) 330-2151,info@timothynguyencptax.com,,CPA Firms,541211,2185857,11,35,4.4,16,4.5,10,78,86,13.1,458215,3.745885326942686,82.07
firm_0161,Community Advisory Services,Stephen Robinson,64,8447 Commerce Blvd,Worcester,MA,01609,Worcester,(716) 917-2228,info@communityadviso.com,www.communityadviso.com,CPA Firms,541211,6889806,19,10,4.5,70,4.7,75,42,68,9.8,1878574,3.5516687785445606,82.06
